ID,CC_transfer,final_GPA,time_to_grad,extra_quarters,grad_on_time,graduated,total_units,gender,uc_ethnicity,first_gen_bachelors,ever_pell_fl,age_at_grad,CC_GPA_standard,entry_year,college_name,Calendar_Type
715,1,3.857731958,2.0,0.0,1,1,97.0,Female,Hispanic,Not First Gen,Y,24.22,-0.284679078,2018,SANTA MONICA COLL,Semester
716,1,3.786363636,2.0,0.0,1,1,92.0,Female,Asian or Pacific Islander,Not First Gen,N,23.39,0.755784381,2019,SAN JOAQUIN DELTA CO,Semester
717,0,2.857831325,2.0,0.0,1,1,84.0,Female,Asian or Pacific Islander,Not First Gen,N,23.67,-0.544492283,2016,NORTHWST VISTA COLLE,Semester
718,1,3.603968253,3.0,4.0,0,1,140.0,Female,Asian or Pacific Islander,Not First Gen,N,23.24,1.211110287,2016,PASADENA CITY COLLEG,Semester
719,1,3.107317073,2.0,0.0,1,1,82.0,Male,White Non-Hispanic,First Gen,Y,27.16,0.055935509,2017,EAST LOS ANGELES COL,Semester
720,1,3.776237623,2.0,0.0,1,1,95.0,Male,Hispanic,Not First Gen,N,23.52,0.403781202,2019,CUYAMACA COLLEGE,Semester
721,1,2.647169811,2.5,2.0,0,1,106.0,Male,Hispanic,First Gen,Y,26.63,-0.962829012,2015,REEDLEY COLLEGE,Semester
722,1,3.42173913,2.5,2.0,0,1,92.0,Male,Asian or Pacific Islander,Not First Gen,N,23.67,-1.406520859,2019,EL CAMINO COLLEGE,Semester
723,1,3.89,1.5,-2.0,1,1,116.0,Male,Foreign,First Gen,N,24.76,1.007215222,2019,DIABLO VALLEY COLLEG,Semester
724,1,3.471111111,2.0,0.0,1,1,90.0,Female,Foreign,Not First Gen,N,23.87,-0.775104646,2017,DIABLO VALLEY COLLEG,Semester
725,1,2.589010989,2.25,1.0,0,1,103.0,Male,Hispanic,First Gen,Y,29.98,0.413109119,2016,MOORPARK COLLEGE,Semester
726,0,3.443150684,3.25,5.0,0,1,165.0,Female,Black Non-Hispanic,Not First Gen,Y,22.26,-2.459695088,2016,MOUNT ST MARYS COLL,Semester
727,0,3.926775956,2.0,0.0,1,1,109.0,Male,Asian or Pacific Islander,Not First Gen,Y,22.5,0.803871649,2017,UC RIVERSIDE,Quarter
728,1,3.961904761,2.0,0.0,1,1,84.0,Female,White Non-Hispanic,Not First Gen,N,23.75,0.705498212,2019,EL CAMINO COLLEGE,Semester
729,1,3.648351648,2.0,0.0,1,1,97.0,Female,White Non-Hispanic,First Gen,N,22.91,-0.400797492,2019,OHLONE COLLEGE,Semester
730,1,3.094666666,2.0,0.0,1,1,87.0,Female,Hispanic,Not First Gen,Y,22.78,0.679215626,2017,SANTA MONICA COLL,Semester
731,1,2.446341463,3.25,5.0,0,1,98.0,Male,Foreign,First Gen,N,25.92,0.305247556,2017,SANTA MONICA COLL,Semester
732,1,3.859210526,2.0,0.0,1,1,77.0,Female,White Non-Hispanic,Not First Gen,Y,28.8,1.244202259,2015,SANTA MONICA COLL,Semester
733,1,2.984761904,3.0,4.0,0,1,114.0,Male,Asian or Pacific Islander,Not First Gen,N,23.51,0.653253547,2018,DIABLO VALLEY COLLEG,Semester
734,1,3.038554216,2.0,0.0,1,1,83.0,Female,Hispanic,First Gen,Y,23.46,-0.268022871,2015,FULLERTON COLLEGE,Semester
735,1,3.921428571,2.0,0.0,1,1,84.0,Female,White Non-Hispanic,Not First Gen,Y,24.7,0.513007595,2017,CABRILLO COLLEGE,Semester
736,1,3.870588235,2.0,0.0,1,1,89.0,Female,Asian or Pacific Islander,Not First Gen,Y,25.74,-0.853373007,2019,PASADENA CITY COLLEG,Semester
737,1,3.653623188,,,0,0,168.5,Female,Hispanic,First Gen,Y,,-2.205207786,2018,SANTA MONICA COLL,Semester
738,1,3.188157894,2.25,1.0,0,1,92.0,Male,Asian or Pacific Islander,Not First Gen,Y,23.09,0.917234663,2015,MOUNT SAN ANTONIO CO,Semester
739,1,3.751685393,2.0,0.0,1,1,102.0,Female,Asian or Pacific Islander,Not First Gen,N,21.84,1.055224672,2018,DE ANZA COLLEGE,Quarter
740,1,2.948571428,2.0,0.0,1,1,114.0,Male,White Non-Hispanic,First Gen,N,24.03,0.513007595,2017,SIERRA COLLEGE,Semester
741,0,3.864935064,2.0,0.0,1,1,64.5,Male,Asian or Pacific Islander,Not First Gen,N,22.16,0.202636529,2019,UC SANTA BARBARA,Quarter
742,0,3.322222222,2.0,0.0,1,1,76.0,Female,White Non-Hispanic,First Gen,Y,30.21,-0.305091933,2016,THREE RIVERS CMTY CO,
743,1,2.983695652,2.5,2.0,0,1,92.0,Male,Asian or Pacific Islander,Not First Gen,N,32.72,-0.865304036,2018,LOS ANGELES PIERCE C,Semester
744,1,3.568292682,2.0,0.0,1,1,82.0,Female,White Non-Hispanic,First Gen,Y,23.57,0.917234663,2015,SANTA MONICA COLL,Semester
745,1,3.043421052,2.0,0.0,1,1,88.0,Male,White Non-Hispanic,Not First Gen,N,20.37,0.213608827,2016,ORANGE COAST COLLEGE,Semester
746,1,2.965811965,2.75,3.0,0,1,129.0,Female,Asian or Pacific Islander,First Gen,Y,23.41,1.136287711,2017,IRVINE VALLEY COLLEG,Semester
747,0,3.614285714,2.5,2.0,0,1,100.0,Male,White Non-Hispanic,First Gen,Y,23.49,0.772209645,2016,UC MERCED,Semester
748,1,3.682608695,2.25,1.0,0,1,92.0,Male,Asian or Pacific Islander,First Gen,Y,22.24,1.136287711,2017,PASADENA CITY COLLEG,Semester
749,1,3.504458598,2.25,1.0,0,1,104.0,Female,Hispanic,First Gen,N,23.35,-0.5257926,2017,MOUNT SAN ANTONIO CO,Semester
750,1,0.0,,,0,0,16.0,Male,Hispanic,First Gen,N,,-2.437184957,2017,EL CAMINO COLLEGE,Semester
751,1,3.653932584,1.75,-1.0,1,1,89.0,Female,Asian or Pacific Islander,Not First Gen,Y,20.67,1.211110287,2016,SADDLEBACK COLLEGE,Semester
752,1,2.555555555,,,0,0,13.0,Female,White Non-Hispanic,First Gen,N,,-1.248925659,2015,CITRUS COLLEGE,Semester
753,1,0.964285714,,,0,0,14.0,Male,Asian or Pacific Islander,First Gen,N,,1.211110287,2016,OHLONE COLLEGE,Semester
754,1,3.976190476,1.5,-2.0,1,1,73.0,Female,White Non-Hispanic,Not First Gen,N,20.05,1.211110287,2016,SADDLEBACK COLLEGE,Semester
755,0,3.732121212,2.0,0.0,1,1,96.0,Female,"Unstated, Unknown, Other",Not First Gen,N,21.96,0.093908651,2016,UC SANTA BARBARA,Quarter
756,1,3.238461538,2.0,0.0,1,1,86.0,Male,White Non-Hispanic,First Gen,N,23.05,-0.276480553,2017,FOOTHILL COLLEGE,Quarter
757,1,3.945263157,2.0,0.0,1,1,95.0,Male,White Non-Hispanic,Not First Gen,Y,31.98,1.136287711,2017,SANTA MONICA COLL,Semester
758,1,3.199186991,3.0,4.0,0,1,133.0,Male,White Non-Hispanic,First Gen,Y,32.27,0.42678327,2015,CITY COLLEGE SAN FRA,Semester
759,1,3.272972972,3.25,5.0,0,1,88.0,Male,Foreign,Not First Gen,Y,24.91,0.333309002,2016,IRVINE VALLEY COLLEG,Semester
760,1,1.331428571,,,0,0,70.0,Female,Black Non-Hispanic,First Gen,Y,,-0.374005994,2018,MOUNT SAN ANTONIO CO,Semester
761,1,2.93,2.25,1.0,0,1,105.0,Female,Asian or Pacific Islander,First Gen,Y,26.13,-0.276480553,2017,EAST LOS ANGELES COL,Semester
762,1,3.511764705,2.0,0.0,1,1,85.0,Female,Asian or Pacific Islander,First Gen,N,22.45,0.762319641,2017,DIABLO VALLEY COLLEG,Semester
763,1,3.721951219,2.0,0.0,1,1,86.0,Male,White Non-Hispanic,Not First Gen,Y,30.34,-1.004231512,2019,BAKERSFIELD COLLEGE,Semester
764,1,3.2009009,2.0,0.0,1,1,111.0,Male,Foreign,Not First Gen,N,26.09,1.136287711,2017,DE ANZA COLLEGE,Quarter
765,1,3.583333333,2.0,0.0,1,1,104.0,Female,Foreign,First Gen,N,22.46,0.140686624,2015,SANTA MONICA COLL,Semester
766,1,2.913253012,2.0,0.0,1,1,91.0,Male,Foreign,Not First Gen,N,23.7,0.492909236,2016,DE ANZA COLLEGE,Quarter
767,1,2.970238095,3.5,6.0,0,1,103.0,Male,Hispanic,Not First Gen,N,24.57,1.055224672,2018,ORANGE COAST COLLEGE,Semester
768,1,3.818181818,2.0,0.0,1,1,74.0,Female,Black Non-Hispanic,Not First Gen,N,23.89,1.039847512,2015,MOORPARK COLLEGE,Semester
769,1,3.570114942,3.0,4.0,0,1,90.0,Female,Hispanic,Unknown/Other,N,40.26,0.720767634,2017,LOS ANGELES CITY COL,Semester
770,1,2.727160493,2.0,0.0,1,1,81.0,Male,Hispanic,First Gen,Y,27.3,0.679215626,2017,WEST LOS ANGELES COL,Semester
771,0,2.6481203,2.75,3.0,0,1,135.0,Male,White Non-Hispanic,First Gen,Y,22.86,0.305247556,2017,LEES-MCRAE COLLEGE,
772,1,3.88,,,0,0,20.0,Male,Foreign,Not First Gen,N,,1.211110287,2016,SANTA MONICA COLL,Semester
773,1,3.934177215,2.25,1.0,0,1,79.0,Male,White Non-Hispanic,First Gen,N,21.47,1.007215222,2019,LOS ANGELES PIERCE C,Semester
774,1,3.168041237,3.25,5.0,0,1,96.0,Female,White Non-Hispanic,Not First Gen,N,23.38,0.097487517,2017,CLOVIS CMTY COLL,Semester
775,1,3.796590909,2.0,0.0,1,1,93.0,Female,White Non-Hispanic,First Gen,Y,22.74,0.202636529,2019,GLENDALE COMMUNITY C,Semester
776,1,3.105681818,2.25,1.0,0,1,92.0,Female,Asian or Pacific Islander,First Gen,Y,22.32,0.45406737,2019,PASADENA CITY COLLEG,Semester
777,1,3.289361702,,,0,0,64.0,Male,White Non-Hispanic,Not First Gen,N,,-0.702514502,2019,MOORPARK COLLEGE,Semester
778,1,3.848,2.0,0.0,1,1,84.0,Female,White Non-Hispanic,Not First Gen,N,23.93,-0.650448623,2017,GLENDALE COMMUNITY C,Semester
779,1,2.884946236,2.0,0.0,1,1,102.0,Male,Hispanic,Not First Gen,N,23.74,0.018073775,2015,MOUNT SAN JACINTO CO,Semester
780,1,3.8125,2.0,0.0,1,1,87.0,Female,Hispanic,First Gen,Y,23.97,0.772209645,2016,MOUNT SAN ANTONIO CO,Semester
781,1,2.6,3.75,7.0,0,1,85.0,Female,White Non-Hispanic,Unknown/Other,Y,25.06,-1.315280747,2017,SANTA MONICA COLL,Semester
782,1,2.132038834,5.25,13.0,0,1,120.0,Male,White Non-Hispanic,Not First Gen,Y,29.82,0.921234297,2018,LOS ANGELES VALLEY C,Semester
783,1,3.108974358,2.75,3.0,0,1,87.0,Male,Black Non-Hispanic,Not First Gen,N,22.65,-1.701593978,2016,SANTA MONICA COLL,Semester
784,1,3.984210526,2.25,1.0,0,1,76.0,Male,White Non-Hispanic,Not First Gen,N,41.75,0.253508885,2016,BUTTE COLLEGE,Semester
785,1,3.91707317,1.5,-2.0,1,1,83.0,Male,Foreign,First Gen,N,24.62,0.403781202,2019,EL CAMINO COLLEGE,Semester
786,1,3.754320987,2.0,0.0,1,1,82.0,Male,White Non-Hispanic,Not First Gen,Y,23.38,-2.115880869,2018,LOS ANGELES PIERCE C,Semester
787,1,3.220238095,2.25,1.0,0,1,97.0,Male,Foreign,Not First Gen,N,23.48,0.429936256,2018,SANTA MONICA COLL,Semester
788,1,2.569444444,2.5,2.0,0,1,87.0,Male,Foreign,Not First Gen,N,23.48,1.136287711,2017,PALOMAR COLLEGE,Semester
789,1,3.767567567,2.0,0.0,1,1,76.5,Female,"Unstated, Unknown, Other",First Gen,N,20.85,1.007215222,2019,CITY COLLEGE SAN FRA,Semester
790,1,3.349253731,2.0,0.0,1,1,76.0,Male,Asian or Pacific Islander,Not First Gen,N,23.72,-1.085441861,2015,EL CAMINO COLLEGE,Semester
791,1,2.764473684,2.0,0.0,1,1,83.5,Male,Hispanic,First Gen,Y,22.58,0.42678327,2015,BAKERSFIELD COLLEGE,Semester
792,1,3.875,2.0,0.0,1,1,84.5,Female,Asian or Pacific Islander,Not First Gen,N,22.57,0.705498212,2019,DE ANZA COLLEGE,Quarter
793,1,3.651764705,2.0,0.0,1,1,88.0,Male,White Non-Hispanic,Not First Gen,N,22.54,-1.103093101,2016,SANTA BARBARA CITY C,Semester
794,1,3.61547619,2.75,3.0,0,1,70.0,Female,White Non-Hispanic,Not First Gen,N,23.18,-0.186280972,2015,SANTA MONICA COLL,Semester
795,1,3.533766233,4.0,8.0,0,1,81.0,Male,Foreign,Not First Gen,N,25.69,0.604925876,2019,DIABLO VALLEY COLLEG,Semester
796,1,3.694505494,2.5,2.0,0,1,99.0,Male,Foreign,First Gen,N,23.59,1.055224672,2018,DIABLO VALLEY COLLEG,Semester
797,1,3.621621621,2.25,1.0,0,1,79.0,Female,Hispanic,First Gen,Y,23.3,-1.523040786,2017,EL CAMINO COLLEGE,Semester
798,1,3.789743589,2.0,0.0,1,1,83.0,Female,Black Non-Hispanic,Not First Gen,N,20.54,-0.106025244,2018,EL CAMINO COLLEGE,Semester
799,1,3.94125,2.0,0.0,1,1,80.0,Female,White Non-Hispanic,Not First Gen,Y,23.73,1.007215222,2019,PASADENA CITY COLLEG,Semester
800,1,3.902469135,1.75,-1.0,1,1,85.0,Female,White Non-Hispanic,Not First Gen,N,22.7,-0.464692167,2016,SANTA BARBARA CITY C,Semester
801,1,3.98275862,2.0,0.0,1,1,92.0,Male,White Non-Hispanic,Not First Gen,Y,22.16,1.007215222,2019,CABRILLO COLLEGE,Semester
802,1,3.571232876,2.0,0.0,1,1,77.0,Female,Asian or Pacific Islander,First Gen,Y,24.49,0.014383501,2017,SANTA MONICA COLL,Semester
803,1,2.436470588,2.25,1.0,0,1,106.0,Female,Asian or Pacific Islander,Not First Gen,Y,23.3,1.211110287,2016,AMERICAN RIVER COLLE,Semester
804,1,3.918181818,1.75,-1.0,1,1,66.0,Female,White Non-Hispanic,Not First Gen,N,21.82,0.906642886,2019,PASADENA CITY COLLEG,Semester
805,0,3.927586206,2.0,0.0,1,1,90.0,Male,Hispanic,First Gen,Y,28.68,-2.964486577,2018,CSU NORTHRIDGE,Semester
806,1,3.684259259,2.0,0.0,1,1,113.0,Male,White Non-Hispanic,Not First Gen,Y,24.94,-0.601942165,2019,CITY COLLEGE SAN FRA,Semester
807,1,3.932142857,2.0,0.0,1,1,88.0,Female,White Non-Hispanic,Not First Gen,N,21.93,1.136287711,2017,SANTA MONICA COLL,Semester
808,1,3.567021276,2.0,0.0,1,1,98.0,Female,Hispanic,First Gen,Y,26.34,-1.855456849,2017,EL CAMINO COLLEGE,Semester
809,1,4.0,1.75,-1.0,1,1,85.0,Female,Foreign,First Gen,N,24.68,1.007215222,2019,MOUNT SAN ANTONIO CO,Semester
810,1,3.912195121,2.0,0.0,1,1,86.0,Male,White Non-Hispanic,Not First Gen,Y,22.04,0.608590089,2018,SANTA MONICA COLL,Semester
811,1,3.285542168,2.0,0.0,1,1,83.0,Male,Hispanic,First Gen,Y,22.66,-0.195352161,2018,LOS ANGELES PIERCE C,Semester
812,1,3.325396825,,,0,0,75.0,Male,Asian or Pacific Islander,First Gen,N,,0.202636529,2019,SANTA MONICA COLL,Semester
813,1,3.242682926,2.0,0.0,1,1,90.0,Female,Foreign,Not First Gen,N,23.02,1.244202259,2015,EAST LOS ANGELES COL,Semester
814,1,3.476623376,2.0,0.0,1,1,85.0,Female,Asian or Pacific Islander,Not First Gen,Y,22.22,0.886975665,2017,IRVINE VALLEY COLLEG,Semester
815,1,1.857142857,,,0,0,41.0,Other/Unknown,Hispanic,First Gen,Y,,-0.350511323,2019,SANTIAGO CANYON COLL,Semester
816,1,4.0,2.0,0.0,1,1,83.0,Female,Asian or Pacific Islander,Not First Gen,N,20.06,0.429936256,2018,MOUNT SAN ANTONIO CO,Semester
817,1,3.474025974,2.25,1.0,0,1,82.0,Female,White Non-Hispanic,First Gen,N,22.23,0.161955506,2018,DIABLO VALLEY COLLEG,Semester
818,1,3.713095238,2.0,0.0,1,1,84.0,Female,Asian or Pacific Islander,First Gen,Y,23.14,1.055224672,2018,MOUNT SAN ANTONIO CO,Semester
819,1,3.188636363,2.0,0.0,1,1,93.0,Male,Foreign,Not First Gen,N,24.23,0.672008967,2015,FOOTHILL COLLEGE,Quarter
820,1,3.225,2.5,2.0,0,1,109.5,Male,Foreign,Not First Gen,N,28.52,-1.12631281,2015,SANTA MONICA COLL,Semester
821,1,2.979245283,2.5,2.0,0,1,118.0,Male,Asian or Pacific Islander,Not First Gen,Y,25.66,-1.302593394,2016,GLENDALE COMMUNITY C,Semester
822,1,3.81,2.0,0.0,1,1,90.0,Female,Hispanic,First Gen,Y,22.47,0.554639707,2019,GAVILAN COLLEGE,Semester
823,1,2.705263157,2.25,1.0,0,1,81.0,Female,Hispanic,First Gen,N,25.16,-2.066344648,2015,SOLANO COMMUNITY COL,Semester
824,1,3.412345679,2.0,0.0,1,1,85.0,Male,White Non-Hispanic,First Gen,Y,22.91,-1.155090017,2019,SANTA MONICA COLL,Semester
825,1,3.497849462,2.0,0.0,1,1,76.0,Female,Black Non-Hispanic,First Gen,Y,30.44,-2.539495205,2016,SANTA MONICA COLL,Semester
826,1,3.555135135,2.0,0.0,1,1,98.0,Male,White Non-Hispanic,First Gen,Y,23.49,0.058944725,2015,CITY COLLEGE SAN FRA,Semester
827,1,2.754054054,2.5,2.0,0,1,122.0,Female,Hispanic,Not First Gen,N,23.1,-2.699095438,2016,MOUNT SAN ANTONIO CO,Semester
828,1,3.417391304,2.0,0.0,1,1,93.0,Male,Asian or Pacific Islander,First Gen,Y,23.06,-1.959668711,2019,SANTA MONICA COLL,Semester
829,1,3.931521739,2.0,0.0,1,1,93.0,Female,White Non-Hispanic,First Gen,Y,31.89,-0.717603315,2015,WEST LOS ANGELES COL,Semester
830,0,3.461643835,2.0,0.0,1,1,88.0,Female,Hispanic,Not First Gen,N,22.62,0.42678327,2015,SAN DIEGO STATE UNIV,Semester
831,1,3.348837209,2.0,0.0,1,1,96.0,Male,Hispanic,First Gen,Y,23.64,-0.34976477,2015,LOS ANGELES CITY COL,Semester
832,1,3.676744186,2.0,0.0,1,1,93.0,Female,Hispanic,Unknown/Other,N,22.04,0.672008967,2015,SADDLEBACK COLLEGE,Semester
833,0,3.574390243,2.0,0.0,1,1,107.0,Male,Foreign,First Gen,N,23.5,0.97007968,2017,BELLEVUE CMTY COLLEG,Quarter
834,1,3.714634146,2.0,0.0,1,1,86.0,Female,Foreign,Not First Gen,N,22.07,1.055224672,2018,EAST LOS ANGELES COL,Semester
835,1,3.474528301,3.25,5.0,0,1,104.0,Female,White Non-Hispanic,Not First Gen,N,24.3,0.173708768,2016,MOORPARK COLLEGE,Semester
836,1,3.759459459,2.0,0.0,1,1,76.0,Male,Asian or Pacific Islander,Not First Gen,N,23.45,0.251282422,2018,PASADENA CITY COLLEG,Semester
837,1,3.27,2.0,0.0,1,1,84.0,Male,White Non-Hispanic,Not First Gen,N,22.47,1.211110287,2016,OHLONE COLLEGE,Semester
838,1,2.833333333,3.5,6.0,0,1,121.0,Male,Hispanic,First Gen,Y,25.26,-1.289796608,2015,EL CAMINO COLLEGE,Semester
839,1,3.654545454,1.75,-1.0,1,1,78.0,Female,White Non-Hispanic,Not First Gen,N,21.37,0.549396118,2015,MOORPARK COLLEGE,Semester
840,1,3.614473684,2.0,0.0,1,1,76.0,Male,White Non-Hispanic,Not First Gen,N,23.26,1.007215222,2019,BAKERSFIELD COLLEGE,Semester
841,1,3.708955223,,,0,0,75.0,Male,White Non-Hispanic,First Gen,Y,,0.45406737,2019,VENTURA COLLEGE,Semester
842,1,3.540243902,2.25,1.0,0,1,90.0,Female,Hispanic,First Gen,Y,27.57,0.631138017,2015,MOORPARK COLLEGE,Semester
843,1,3.9,2.0,0.0,1,1,90.0,Female,White Non-Hispanic,Not First Gen,N,22.15,-0.106025244,2018,CUESTA COLLEGE,Semester
844,1,3.495348837,2.0,0.0,1,1,86.0,Male,White Non-Hispanic,Not First Gen,Y,22.98,0.971709937,2016,GLENDALE COMMUNITY C,Semester
845,1,2.96506024,2.25,1.0,0,1,94.0,Female,Asian or Pacific Islander,First Gen,Y,22.52,0.679215626,2017,PASADENA CITY COLLEG,Semester
846,1,3.795555555,2.0,0.0,1,1,90.0,Male,Asian or Pacific Islander,First Gen,N,22.41,1.055224672,2018,SANTA MONICA COLL,Semester
847,0,3.634939759,2.0,0.0,1,1,92.0,Female,Hispanic,Not First Gen,Y,30.51,0.998976562,2015,GREENFIELD CMTY COLL,
848,1,3.580263157,2.0,0.0,1,1,80.0,Female,Asian or Pacific Islander,Not First Gen,N,22.71,-1.606144802,2017,OHLONE COLLEGE,Semester
849,1,3.510344827,2.0,0.0,1,1,91.0,Male,Hispanic,First Gen,Y,23.87,-0.15182453,2017,MOORPARK COLLEGE,Semester
850,1,3.961702127,2.25,1.0,0,1,94.0,Female,Asian or Pacific Islander,First Gen,Y,26.84,0.018073775,2015,PASADENA CITY COLLEG,Semester
851,1,3.059803921,2.5,2.0,0,1,102.0,Male,"Unstated, Unknown, Other",Unknown/Other,Y,23.21,-0.664192459,2016,FOOTHILL COLLEGE,Quarter
852,1,3.886419753,2.0,0.0,1,1,85.0,Female,White Non-Hispanic,First Gen,Y,23.28,0.385272797,2018,LOS ANGELES VALLEY C,Semester
853,1,2.748387096,3.5,6.0,0,1,72.0,Male,Asian or Pacific Islander,Unknown/Other,N,23.69,-0.584392342,2016,OHLONE COLLEGE,Semester
854,1,3.281111111,2.0,0.0,1,1,92.0,Female,Asian or Pacific Islander,First Gen,Y,22.44,-2.761150789,2015,SADDLEBACK COLLEGE,Semester
855,1,2.873949579,4.0,8.0,0,1,123.0,Male,White Non-Hispanic,First Gen,Y,24.45,-1.302593394,2016,SANTA MONICA COLL,Semester
856,1,3.18,2.25,1.0,0,1,80.0,Male,White Non-Hispanic,Not First Gen,N,32.75,-0.758474265,2015,LAKE TAHOE COMMUNITY,Quarter
857,1,3.54375,2.5,2.0,0,1,106.0,Male,Asian or Pacific Islander,First Gen,Y,27.97,0.697917006,2018,CITY COLLEGE SAN FRA,Semester
858,1,4.0,2.75,3.0,0,1,99.0,Male,White Non-Hispanic,Not First Gen,Y,29.24,0.554639707,2019,WEST VALLEY COLLEGE,Semester
859,1,3.598809523,2.0,0.0,1,1,101.0,Female,Asian or Pacific Islander,First Gen,N,22.92,-0.418669453,2018,MOUNT SAN ANTONIO CO,Semester
860,1,3.69047619,2.0,0.0,1,1,89.0,Female,White Non-Hispanic,Not First Gen,Y,22.25,0.251282422,2018,GLENDALE COMMUNITY C,Semester
861,1,3.762626262,2.0,0.0,1,1,99.0,Male,Asian or Pacific Islander,First Gen,Y,22.05,1.244202259,2015,RIO HONDO COLLEGE,Semester
862,0,3.347058823,2.0,0.0,1,1,73.5,Female,Foreign,Not First Gen,N,22.81,0.803871649,2017,UC DAVIS,Quarter
863,1,3.789430894,2.5,2.0,0,1,124.0,Female,Black Non-Hispanic,First Gen,Y,38.36,-1.149072716,2017,LOS ANGELES CITY COL,Semester
864,1,3.592105263,2.0,0.0,1,1,93.0,Female,Foreign,First Gen,N,31.1,0.353495034,2019,PASADENA CITY COLLEG,Semester
865,1,3.801086956,2.0,0.0,1,1,92.0,Female,Asian or Pacific Islander,Not First Gen,N,22.54,-0.110272522,2017,DE ANZA COLLEGE,Quarter
866,1,3.628,2.0,0.0,1,1,83.0,Male,Hispanic,First Gen,N,28.18,-0.551655997,2019,EL CAMINO COLLEGE,Semester
867,1,3.840243902,1.75,-1.0,1,1,88.0,Female,Foreign,First Gen,N,25.12,1.244202259,2015,SANTA MONICA COLL,Semester
868,1,3.056521739,2.0,0.0,1,1,84.0,Female,Asian or Pacific Islander,First Gen,N,22.45,0.532809294,2016,EL CAMINO COLLEGE,Semester
869,1,4.0,2.0,0.0,1,1,81.0,Female,White Non-Hispanic,Not First Gen,N,35.58,1.007215222,2019,CABRILLO COLLEGE,Semester
870,1,3.743421052,2.0,0.0,1,1,82.5,Female,Asian or Pacific Islander,Not First Gen,Y,23.67,-0.5257926,2017,CABRILLO COLLEGE,Semester
871,1,3.433333333,2.0,0.0,1,1,90.0,Female,Hispanic,Not First Gen,N,22.51,1.055224672,2018,OHLONE COLLEGE,Semester
872,1,2.683544303,2.75,3.0,0,1,89.0,Male,Hispanic,First Gen,Y,26.82,0.429903579,2017,CERRITOS COLLEGE,Semester
873,1,3.63375,3.75,7.0,0,1,91.0,Male,Asian or Pacific Islander,Not First Gen,N,25.24,1.136287711,2017,IRVINE VALLEY COLLEG,Semester
874,1,3.933333333,2.0,0.0,1,1,96.0,Male,White Non-Hispanic,Not First Gen,N,22.53,-0.240015619,2018,COLLEGE OF THE CANYO,Semester
875,0,3.875213675,4.75,11.0,0,1,122.0,Male,White Non-Hispanic,Not First Gen,Y,25.94,0.89190982,2016,INDIANA UNIV BLOOMIN,Semester
876,1,3.368055555,2.0,0.0,1,1,85.0,Female,Foreign,First Gen,N,23.23,-0.300225155,2019,DIABLO VALLEY COLLEG,Semester
877,1,3.781081081,2.75,3.0,0,1,116.0,Male,White Non-Hispanic,Not First Gen,Y,22.5,1.211110287,2016,SADDLEBACK COLLEGE,Semester
878,1,3.89,2.25,1.0,0,1,90.0,Male,Hispanic,First Gen,Y,22.32,0.742580464,2018,EAST LOS ANGELES COL,Semester
879,1,3.940229885,2.0,0.0,1,1,87.0,Female,White Non-Hispanic,Not First Gen,Y,21.98,0.001491855,2019,LOS ANGELES VALLEY C,Semester
880,1,2.932038834,2.5,2.0,0,1,108.0,Female,Black Non-Hispanic,First Gen,Y,53.74,-2.778895555,2016,EL CAMINO COLLEGE,Semester
881,1,2.556578947,,,0,0,76.0,Female,Hispanic,Not First Gen,Y,,-2.060241048,2019,RIO HONDO COLLEGE,Semester
882,0,3.325892857,3.25,5.0,0,1,121.0,Female,Hispanic,Not First Gen,Y,25.73,-0.359584569,2017,COCHISE COLLEGE,
883,1,3.15,2.0,0.0,1,1,94.0,Female,White Non-Hispanic,Not First Gen,N,22.01,0.772209645,2016,SADDLEBACK COLLEGE,Semester
884,1,3.818421052,1.5,-2.0,1,1,78.0,Female,Hispanic,First Gen,Y,26.77,-0.150688703,2018,RIVERSIDE CITY COLLE,Semester
885,1,3.985,2.0,0.0,1,1,89.5,Female,Hispanic,First Gen,Y,23.33,-0.75280067,2019,EAST LOS ANGELES COL,Semester
886,1,3.077922077,3.25,5.0,0,1,87.0,Male,White Non-Hispanic,Not First Gen,N,25.34,0.637663618,2017,DIABLO VALLEY COLLEG,Semester
887,1,3.942528735,1.75,-1.0,1,1,87.0,Female,White Non-Hispanic,Not First Gen,N,21.21,1.055224672,2018,LOS ANGELES PIERCE C,Semester
888,1,3.64009009,2.0,0.0,1,1,87.0,Female,Foreign,First Gen,N,21.34,1.055224672,2018,DIABLO VALLEY COLLEG,Semester
889,1,4.0,2.0,0.0,1,1,92.0,Female,Foreign,Not First Gen,N,22.39,1.055224672,2018,EAST LOS ANGELES COL,Semester
890,1,3.332307692,2.0,0.0,1,1,70.0,Female,White Non-Hispanic,First Gen,N,23.58,-1.267275161,2018,ORANGE COAST COLLEGE,Semester
891,1,3.357142857,2.0,0.0,1,1,108.0,Female,Black Non-Hispanic,Not First Gen,N,22.34,-1.024416693,2017,IRVINE VALLEY COLLEG,Semester
892,1,3.901136363,2.0,0.0,1,1,96.5,Female,Foreign,Not First Gen,N,20.49,1.007215222,2019,DE ANZA COLLEGE,Quarter
893,1,3.158730158,3.0,4.0,0,1,134.0,Male,Asian or Pacific Islander,Not First Gen,N,21.47,0.42678327,2015,CANADA COLLEGE,Semester
